"V1","V2"
2,1061
2.01,1002
2.02,972
2.03,976
2.04,971
2.05,1017
2.06,890
2.07,959
2.08,929
2.09,911
2.1,909
2.11,917
2.12,870
2.13,904
2.14,880
2.15,860
2.16,815
2.17,837
2.18,834
2.19,886
2.2,846
2.21,782
2.22,834
2.23,806
2.24,803
2.25,785
2.26,808
2.27,795
2.28,722
2.29,773
2.3,793
2.31,738
2.32,723
2.33,707
2.34,716
2.35,682
2.36,691
2.37,709
2.38,711
2.39,699
2.4,710
2.41,696
2.42,674
2.43,636
2.44,619
2.45,640
2.46,647
2.47,657
2.48,617
2.49,632
2.5,582
2.51,565
2.52,559
2.53,608
2.54,574
2.55,570
2.56,594
2.57,592
2.58,600
2.59,554
2.6,564
2.61,561
2.62,545
2.63,536
2.64,529
2.65,546
2.66,521
2.67,534
2.68,493
2.69,494
2.7,520
2.71,497
2.72,536
2.73,516
2.74,505
2.75,482
2.76,456
2.77,494
2.78,464
2.79,487
2.8,492
2.81,490
2.82,453
2.83,488
2.84,471
2.85,445
2.86,453
2.87,498
2.88,412
2.89,441
2.9,442
2.91,465
2.92,451
2.93,458
2.94,473
2.95,430
2.96,448
2.97,444
2.98,430
2.99,440
3,468
3.01,466
3.02,478
3.03,449
3.04,442
3.05,410
3.06,425
3.07,396
3.08,424
3.09,433
3.1,438
3.11,413
3.12,401
3.13,401
3.14,435
3.15,400
3.16,404
3.17,409
3.18,427
3.19,394
3.2,397
3.21,406
3.22,413
3.23,413
3.24,408
3.25,388
3.26,422
3.27,393
3.28,366
3.29,388
3.3,379
3.31,375
3.32,385
3.33,410
3.34,381
3.35,390
3.36,395
3.37,364
3.38,400
3.39,371
3.4,405
3.41,410
3.42,401
3.43,407
3.44,386
3.45,439
3.46,374
3.47,380
3.48,355
3.49,379
3.5,409
3.51,384
3.52,387
3.53,421
3.54,369
3.55,373
3.56,367
3.57,399
3.58,391
3.59,362
3.6,382
3.61,373
3.62,396
3.63,386
3.64,405
3.65,360
3.66,383
3.67,369
3.68,409
3.69,355
3.7,400
3.71,380
3.72,385
3.73,393
3.74,367
3.75,382
3.76,384
3.77,413
3.78,374
3.79,393
3.8,371
3.81,353
3.82,387
3.83,374
3.84,359
3.85,378
3.86,385
3.87,348
3.88,382
3.89,384
3.9,356
3.91,407
3.92,377
3.93,370
3.94,389
3.95,372
3.96,374
3.97,416
3.98,382
3.99,383
4,408
4.01,378
4.02,335
4.03,378
4.04,379
4.05,372
4.06,383
4.07,403
4.08,355
4.09,392
4.1,379
4.11,399
4.12,436
4.13,381
4.14,361
4.15,353
4.16,372
4.17,371
4.18,392
4.19,404
4.2,401
4.21,415
4.22,389
4.23,388
4.24,383
4.25,408
4.26,365
4.27,372
4.28,379
4.29,363
4.3,402
4.31,380
4.32,390
4.33,398
4.34,375
4.35,362
4.36,371
4.37,389
4.38,382
4.39,376
4.4,385
4.41,365
4.42,389
4.43,376
4.44,375
4.45,383
4.46,378
4.47,366
4.48,403
4.49,386
4.5,375
4.51,389
4.52,380
4.53,364
4.54,362
4.55,396
4.56,405
4.57,425
4.58,406
4.59,376
4.6,380
4.61,432
4.62,415
4.63,393
4.64,435
4.65,390
4.66,422
4.67,446
4.68,395
4.69,385
4.7,406
4.71,409
4.72,406
4.73,394
4.74,451
4.75,423
4.76,430
4.77,410
4.78,407
4.79,393
4.8,397
4.81,378
4.82,411
4.83,414
4.84,428
4.85,417
4.86,439
4.87,434
4.88,433
4.89,434
4.9,423
4.91,424
4.92,424
4.93,403
4.94,387
4.95,401
4.96,440
4.97,422
4.98,411
4.99,399
5,414
5.01,458
5.02,448
5.03,475
5.04,404
5.05,403
5.06,426
5.07,429
5.08,429
5.09,423
5.1,447
5.11,423
5.12,483
5.13,456
5.14,436
5.15,440
5.16,432
5.17,433
5.18,409
5.19,442
5.2,446
5.21,439
5.22,451
5.23,428
5.24,459
5.25,419
5.26,414
5.27,432
5.28,426
5.29,444
5.3,458
5.31,415
5.32,440
5.33,444
5.34,448
5.35,417
5.36,450
5.37,434
5.38,415
5.39,478
5.4,440
5.41,473
5.42,452
5.43,468
5.44,438
5.45,475
5.46,480
5.47,496
5.48,462
5.49,451
5.5,472
5.51,456
5.52,453
5.53,459
5.54,459
5.55,503
5.56,455
5.57,441
5.58,471
5.59,493
5.6,467
5.61,485
5.62,481
5.63,454
5.64,448
5.65,477
5.66,452
5.67,493
5.68,480
5.69,456
5.7,470
5.71,482
5.72,501
5.73,466
5.74,480
5.75,468
5.76,461
5.77,501
5.78,470
5.79,489
5.8,495
5.81,463
5.82,502
5.83,509
5.84,487
5.85,486
5.86,495
5.87,504
5.88,481
5.89,545
5.9,476
5.91,479
5.92,489
5.93,482
5.94,492
5.95,519
5.96,530
5.97,534
5.98,508
5.99,526
6,516
6.01,548
6.02,537
6.03,507
6.04,552
6.05,535
6.06,524
6.07,533
6.08,512
6.09,573
6.1,549
6.11,577
6.12,527
6.13,571
6.14,542
6.15,541
6.16,557
6.17,579
6.18,577
6.19,562
6.2,539
6.21,551
6.22,588
6.23,533
6.24,556
6.25,603
6.26,620
6.27,600
6.28,603
6.29,584
6.3,627
6.31,608
6.32,604
6.33,555
6.34,591
6.35,542
6.36,600
6.37,591
6.38,587
6.39,633
6.4,576
6.41,581
6.42,553
6.43,521
6.44,543
6.45,566
6.46,552
6.47,578
6.48,570
6.49,576
6.5,586
6.51,571
6.52,561
6.53,581
6.54,555
6.55,572
6.56,566
6.57,567
6.58,578
6.59,561
6.6,561
6.61,615
6.62,607
6.63,583
6.64,534
6.65,544
6.66,558
6.67,566
6.68,596
6.69,552
6.7,562
6.71,632
6.72,579
6.73,602
6.74,591
6.75,553
6.76,562
6.77,562
6.78,572
6.79,565
6.8,552
6.81,613
6.82,579
6.83,582
6.84,595
6.85,576
6.86,581
6.87,599
6.88,587
6.89,585
6.9,603
6.91,577
6.92,560
6.93,620
6.94,594
6.95,599
6.96,597
6.97,606
6.98,603
6.99,608
7,608
7.01,570
7.02,622
7.03,578
7.04,582
7.05,605
7.06,605
7.07,576
7.08,602
7.09,598
7.1,586
7.11,601
7.12,606
7.13,616
7.14,601
7.15,623
7.16,600
7.17,619
7.18,593
7.19,579
7.2,582
7.21,593
7.22,611
7.23,609
7.24,614
7.25,561
7.26,608
7.27,586
7.28,602
7.29,615
7.3,635
7.31,627
7.32,632
7.33,613
7.34,610
7.35,623
7.36,594
7.37,643
7.38,605
7.39,628
7.4,631
7.41,600
7.42,639
7.43,640
7.44,657
7.45,656
7.46,606
7.47,653
7.48,619
7.49,648
7.5,639
7.51,597
7.52,630
7.53,577
7.54,691
7.55,640
7.56,637
7.57,657
7.58,598
7.59,611
7.6,664
7.61,635
7.62,675
7.63,661
7.64,682
7.65,650
7.66,643
7.67,623
7.68,647
7.69,622
7.7,645
7.71,625
7.72,626
7.73,636
7.74,614
7.75,597
7.76,645
7.77,662
7.78,666
7.79,601
7.8,626
7.81,654
7.82,622
7.83,658
7.84,620
7.85,684
7.86,644
7.87,648
7.88,644
7.89,646
7.9,628
7.91,661
7.92,670
7.93,656
7.94,636
7.95,629
7.96,686
7.97,630
7.98,662
7.99,676
8,644
8.01,699
8.02,622
8.03,621
8.04,666
8.05,668
8.06,627
8.07,634
8.08,681
8.09,683
8.1,637
8.11,635
8.12,676
8.13,688
8.14,667
8.15,641
8.16,639
8.17,688
8.18,653
8.19,627
8.2,638
8.21,679
8.22,680
8.23,684
8.24,624
8.25,681
8.26,759
8.27,689
8.28,680
8.29,688
8.3,673
8.31,663
8.32,671
8.33,684
8.34,689
8.35,691
8.36,705
8.37,666
8.38,705
8.39,670
8.4,674
8.41,684
8.42,685
8.43,668
8.44,686
8.45,718
8.46,718
8.47,713
8.48,672
8.49,712
8.5,763
8.51,716
8.52,702
8.53,698
8.54,683
8.55,737
8.56,711
8.57,697
8.58,691
8.59,682
8.6,730
8.61,714
8.62,698
8.63,717
8.64,702
8.65,742
8.66,727
8.67,784
8.68,729
8.69,692
8.7,725
8.71,726
8.72,738
8.73,740
8.74,751
8.75,717
8.76,753
8.77,811
8.78,755
8.79,725
8.8,748
8.81,753
8.82,751
8.83,766
8.84,746
8.85,741
8.86,728
8.87,793
8.88,767
8.89,766
8.9,757
8.91,731
8.92,741
8.93,700
8.94,758
8.95,705
8.96,745
8.97,703
8.98,717
8.99,688
9,731
9.01,715
9.02,737
9.03,668
9.04,713
9.05,701
9.06,738
9.07,671
9.08,707
9.09,689
9.1,710
9.11,712
9.12,749
9.13,685
9.14,691
9.15,697
9.16,678
9.17,700
9.18,673
9.19,721
9.2,729
9.21,694
9.22,744
9.23,767
9.24,710
9.25,722
9.26,744
9.27,667
9.28,682
9.29,716
9.3,712
9.31,721
9.32,661
9.33,700
9.34,684
9.35,738
9.36,710
9.37,682
9.38,667
9.39,706
9.4,655
9.41,708
9.42,655
9.43,690
9.44,730
9.45,705
9.46,723
9.47,659
9.48,667
9.49,716
9.5,714
9.51,679
9.52,677
9.53,672
9.54,696
9.55,753
9.56,742
9.57,710
9.58,740
9.59,681
9.6,766
9.61,712
9.62,735
9.63,747
9.64,735
9.65,730
9.66,696
9.67,720
9.68,744
9.69,700
9.7,722
9.71,664
9.72,732
9.73,714
9.74,712
9.75,688
9.76,713
9.77,706
9.78,687
9.79,717
9.8,700
9.81,708
9.82,710
9.83,700
9.84,723
9.85,686
9.86,645
9.87,695
9.88,721
9.89,700
9.9,693
9.91,694
9.92,714
9.93,666
9.94,662
9.95,674
9.96,728
9.97,694
9.98,691
9.99,683
10,692
10.01,711
10.02,712
10.03,725
10.04,680
10.05,689
10.06,648
10.07,658
10.08,689
10.09,670
10.1,693
10.11,646
10.12,684
10.13,704
10.14,724
10.15,703
10.16,691
10.17,686
10.18,713
10.19,688
10.2,710
10.21,705
10.22,691
10.23,690
10.24,671
10.25,702
10.26,685
10.27,686
10.28,694
10.29,727
10.3,643
10.31,695
10.32,721
10.33,693
10.34,686
10.35,677
10.36,701
10.37,710
10.38,700
10.39,699
10.4,695
10.41,699
10.42,697
10.43,716
10.44,697
10.45,667
10.46,690
10.47,702
10.48,725
10.49,707
10.5,686
10.51,666
10.52,664
10.53,692
10.54,669
10.55,678
10.56,715
10.57,710
10.58,721
10.59,713
10.6,705
10.61,646
10.62,653
10.63,640
10.64,675
10.65,684
10.66,677
10.67,701
10.68,683
10.69,686
10.7,710
10.71,729
10.72,665
10.73,678
10.74,690
10.75,729
10.76,660
10.77,718
10.78,672
10.79,683
10.8,721
10.81,709
10.82,680
10.83,681
10.84,706
10.85,680
10.86,678
10.87,679
10.88,696
10.89,672
10.9,654
10.91,687
10.92,684
10.93,743
10.94,685
10.95,676
10.96,679
10.97,699
10.98,715
10.99,700
11,724
11.01,697
11.02,692
11.03,717
11.04,705
11.05,657
11.06,670
11.07,677
11.08,665
11.09,662
11.1,680
11.11,746
11.12,678
11.13,711
11.14,704
11.15,702
11.16,688
11.17,711
11.18,671
11.19,693
11.2,679
11.21,679
11.22,679
11.23,699
11.24,700
11.25,671
11.26,712
11.27,704
11.28,690
11.29,698
11.3,668
11.31,680
11.32,730
11.33,664
11.34,696
11.35,674
11.36,667
11.37,682
11.38,665
11.39,666
11.4,697
11.41,685
11.42,732
11.43,651
11.44,723
11.45,678
11.46,660
11.47,707
11.48,721
11.49,688
11.5,705
11.51,729
11.52,680
11.53,731
11.54,674
11.55,678
11.56,690
11.57,669
11.58,715
11.59,687
11.6,703
11.61,720
11.62,739
11.63,774
11.64,689
11.65,625
