"V1","V2"
2,1205
2.01,1146
2.02,1149
2.03,1154
2.04,1176
2.05,1109
2.06,1104
2.07,1100
2.08,1036
2.09,1073
2.1,1057
2.11,1070
2.12,1000
2.13,1041
2.14,1016
2.15,1030
2.16,987
2.17,977
2.18,985
2.19,1019
2.2,957
2.21,963
2.22,917
2.23,950
2.24,918
2.25,888
2.26,872
2.27,854
2.28,884
2.29,810
2.3,841
2.31,829
2.32,836
2.33,806
2.34,835
2.35,776
2.36,828
2.37,837
2.38,816
2.39,776
2.4,722
2.41,714
2.42,749
2.43,753
2.44,718
2.45,710
2.46,711
2.47,685
2.48,687
2.49,670
2.5,724
2.51,701
2.52,680
2.53,708
2.54,640
2.55,649
2.56,655
2.57,642
2.58,627
2.59,635
2.6,629
2.61,577
2.62,643
2.63,629
2.64,603
2.65,607
2.66,576
2.67,622
2.68,583
2.69,555
2.7,571
2.71,593
2.72,573
2.73,584
2.74,597
2.75,600
2.76,604
2.77,590
2.78,553
2.79,580
2.8,557
2.81,531
2.82,530
2.83,525
2.84,509
2.85,542
2.86,553
2.87,565
2.88,543
2.89,560
2.9,519
2.91,528
2.92,523
2.93,526
2.94,511
2.95,529
2.96,534
2.97,555
2.98,542
2.99,485
3,505
3.01,462
3.02,492
3.03,517
3.04,500
3.05,493
3.06,466
3.07,491
3.08,533
3.09,510
3.1,530
3.11,494
3.12,467
3.13,472
3.14,482
3.15,480
3.16,503
3.17,478
3.18,453
3.19,463
3.2,467
3.21,460
3.22,459
3.23,468
3.24,454
3.25,488
3.26,474
3.27,475
3.28,492
3.29,438
3.3,469
3.31,502
3.32,497
3.33,460
3.34,435
3.35,462
3.36,441
3.37,442
3.38,457
3.39,454
3.4,437
3.41,430
3.42,424
3.43,445
3.44,425
3.45,427
3.46,482
3.47,475
3.48,432
3.49,444
3.5,452
3.51,423
3.52,445
3.53,471
3.54,401
3.55,456
3.56,465
3.57,441
3.58,433
3.59,440
3.6,458
3.61,425
3.62,476
3.63,493
3.64,425
3.65,455
3.66,462
3.67,463
3.68,426
3.69,444
3.7,436
3.71,459
3.72,458
3.73,429
3.74,420
3.75,456
3.76,437
3.77,447
3.78,456
3.79,428
3.8,439
3.81,412
3.82,438
3.83,471
3.84,462
3.85,412
3.86,454
3.87,452
3.88,461
3.89,428
3.9,396
3.91,454
3.92,417
3.93,435
3.94,406
3.95,428
3.96,408
3.97,430
3.98,387
3.99,386
4,434
4.01,419
4.02,426
4.03,409
4.04,427
4.05,442
4.06,394
4.07,415
4.08,396
4.09,409
4.1,416
4.11,432
4.12,442
4.13,437
4.14,441
4.15,406
4.16,419
4.17,408
4.18,400
4.19,397
4.2,418
4.21,424
4.22,405
4.23,382
4.24,391
4.25,438
4.26,414
4.27,408
4.28,403
4.29,396
4.3,410
4.31,413
4.32,432
4.33,430
4.34,429
4.35,420
4.36,393
4.37,421
4.38,418
4.39,419
4.4,403
4.41,437
4.42,379
4.43,379
4.44,411
4.45,416
4.46,423
4.47,429
4.48,420
4.49,434
4.5,419
4.51,415
4.52,434
4.53,411
4.54,434
4.55,422
4.56,408
4.57,382
4.58,418
4.59,427
4.6,438
4.61,410
4.62,444
4.63,422
4.64,422
4.65,384
4.66,446
4.67,461
4.68,413
4.69,421
4.7,421
4.71,419
4.72,415
4.73,432
4.74,415
4.75,433
4.76,464
4.77,477
4.78,466
4.79,439
4.8,434
4.81,458
4.82,456
4.83,445
4.84,424
4.85,437
4.86,444
4.87,444
4.88,459
4.89,436
4.9,450
4.91,473
4.92,460
4.93,467
4.94,418
4.95,448
4.96,424
4.97,458
4.98,472
4.99,472
5,429
5.01,425
5.02,444
5.03,469
5.04,471
5.05,483
5.06,449
5.07,458
5.08,473
5.09,485
5.1,479
5.11,419
5.12,421
5.13,468
5.14,415
5.15,462
5.16,444
5.17,476
5.18,461
5.19,436
5.2,454
5.21,499
5.22,516
5.23,467
5.24,490
5.25,479
5.26,461
5.27,502
5.28,481
5.29,450
5.3,459
5.31,469
5.32,493
5.33,509
5.34,462
5.35,492
5.36,433
5.37,470
5.38,475
5.39,480
5.4,471
5.41,524
5.42,494
5.43,502
5.44,480
5.45,470
5.46,495
5.47,486
5.48,510
5.49,512
5.5,497
5.51,503
5.52,480
5.53,482
5.54,459
5.55,533
5.56,518
5.57,494
5.58,489
5.59,497
5.6,501
5.61,541
5.62,499
5.63,483
5.64,499
5.65,515
5.66,496
5.67,527
5.68,528
5.69,520
5.7,517
5.71,538
5.72,519
5.73,501
5.74,517
5.75,522
5.76,538
5.77,528
5.78,531
5.79,574
5.8,549
5.81,550
5.82,530
5.83,557
5.84,535
5.85,557
5.86,539
5.87,506
5.88,544
5.89,543
5.9,530
5.91,557
5.92,554
5.93,560
5.94,546
5.95,514
5.96,594
5.97,570
5.98,538
5.99,540
6,536
6.01,526
6.02,514
6.03,574
6.04,586
6.05,566
6.06,583
6.07,573
6.08,550
6.09,602
6.1,597
6.11,580
6.12,598
6.13,583
6.14,601
6.15,614
6.16,597
6.17,614
6.18,659
6.19,658
6.2,658
6.21,726
6.22,700
6.23,678
6.24,716
6.25,764
6.26,760
6.27,768
6.28,817
6.29,739
6.3,706
6.31,721
6.32,682
6.33,670
6.34,633
6.35,600
6.36,672
6.37,627
6.38,574
6.39,606
6.4,608
6.41,613
6.42,637
6.43,601
6.44,599
6.45,637
6.46,634
6.47,636
6.48,635
6.49,611
6.5,574
6.51,602
6.52,588
6.53,634
6.54,595
6.55,596
6.56,609
6.57,572
6.58,585
6.59,633
6.6,588
6.61,594
6.62,594
6.63,599
6.64,643
6.65,605
6.66,604
6.67,590
6.68,572
6.69,608
6.7,574
6.71,569
6.72,618
6.73,626
6.74,633
6.75,569
6.76,580
6.77,601
6.78,590
6.79,601
6.8,577
